"RID","gender","age","education","IPIP50Agreeableness_1","IPIP50Agreeableness_2","IPIP50Agreeableness_3","IPIP50Agreeableness_4","IPIP50Agreeableness_5","IPIP50Agreeableness_6","IPIP50Agreeableness_7","IPIP50Agreeableness_8","IPIP50Agreeableness_9","IPIP50Agreeableness_10","IPIP50Conscientiousness_1","IPIP50Conscientiousness_2","IPIP50Conscientiousness_3","IPIP50Conscientiousness_4","IPIP50Conscientiousness_5","IPIP50Conscientiousness_6","IPIP50Conscientiousness_7","IPIP50Conscientiousness_8","IPIP50Conscientiousness_9","IPIP50Conscientiousness_10","IPIP50EmotionalStability_1","IPIP50EmotionalStability_2","IPIP50EmotionalStability_3","IPIP50EmotionalStability_4","IPIP50EmotionalStability_5","IPIP50EmotionalStability_6","IPIP50EmotionalStability_7","IPIP50EmotionalStability_8","IPIP50EmotionalStability_9","IPIP50EmotionalStability_10","IPIP50Extraversion_1","IPIP50Extraversion_2","IPIP50Extraversion_3","IPIP50Extraversion_4","IPIP50Extraversion_5","IPIP50Extraversion_6","IPIP50Extraversion_7","IPIP50Extraversion_8","IPIP50Extraversion_9","IPIP50Extraversion_10","IPIP50Intellect_1","IPIP50Intellect_2","IPIP50Intellect_3","IPIP50Intellect_4","IPIP50Intellect_5","IPIP50Intellect_6","IPIP50Intellect_7","IPIP50Intellect_8","IPIP50Intellect_9","IPIP50Intellect_10"
7753459,"female",18,"CurrentInUniv",5,6,6,6,5.92162915309208,6,1,1,1,5,5,2,4,3,5.96007298626106,5,5,6,6,4,4,2.06739696496878,4.33203188248251,5,5,5.46918005486658,6,2.77728078389764,2,4,6,6,5,4,5,0.773792174617425,2,2,1,2,4.95222047348471,5,1,4.54712692046508,4,4,2,3,5,4
7763558,"female",27,"SomeCollege",6,6,7.0326662853313,5.39516602291237,5.39888653394673,6,2.58716640865182,4,1.97501459104824,1.11697899432266,0.722010204874212,0.880748535469354,1,3,3.3412014227462,6,4.86212825715588,6.90996860845366,5,3.34452602723734,0.738818161014237,2.8272373490925,3.40499230383595,4.07064996416427,3,2.09845763255218,3.5051110433106,3,2.1061233931231,4.41919206343771,4.34834630231445,1,3.22721878292647,1,2.76593765157881,7.52811441903138,6,6,5.96979800692624,5,5.63914565088675,5,1,5.29776679361997,5.10091376884143,5.32281300325437,2.98441470138427,1,3.19953576195404,2.75530606911222
7770304,"female",20,"CurrentInUniv",5,6,4,6,5.39125733149958,1,1,1,1,5,6,1,4,2,5.44640123659901,3,6,5,6,3,1,3.20401009911489,0.79530661499987,3,5,4.82813956046058,5,3.14034856057736,5,6,6,6,6,6,6,-0.179145271180595,1,3,1,1,7.00342065547988,6,2,1.42992412838493,5,6,3,1,5,3
7801988,"male",17,"less12yrs",6,3,5,5,6.10128146325261,6,1,2,1,2,3,2,4,5,2.29848807745147,4,3,4,2,4,4,8.52300275056988,3.03056207901066,3,6,4.30255357130979,3,3.37637007203943,2,6,3,6,5,5,4,4.07899201239239,2,3,4,2,3.7550958819729,6,3,5.05623634799522,4,6,4,1,1,1
7830256,"male",46,"SomeCollege",4,6,5.08989689920862,5.82612362427922,5,4,1.95130962818854,1,2.29910269243743,1.69878288030068,3.44591981669574,2.04560308153496,2,1,6,4,5.6570892652749,6.61582918323839,6,2.87392876085381,2.06215957652886,1,1,3.39367727118178,1,1,3.09432099976419,1.27014856606228,5.67891780141944,3.55486173469855,6.8849984633634,6,6.91672737032282,6,4.63075239726725,1,1,1,0.46567816597817,1,6,6,4,5,5.17430690597971,6.18570879924588,4.83592519746693,1,2.48666960436528,2.58340953704333
7847493,"male",32,"CollegeDegree",6,5,6,3,5.6035536702747,5,2,3,1,2,5,3,5,1,5.25205648747759,5,2,4,4,3,5,4.02787183221927,3.89607251659337,5,3,0.877972045730226,3,4.77956738897468,2,5,4,3,4,1,2,4.01327097015533,4,6,4,4,5.18172165592078,3,4,9.00308993960775,6,6,6,1,2,4
7851487,"female",21,"CurrentInUniv",5,6,4.59820419701025,4.02959523391493,4,4,0.28288430203523,4,2.56048042347074,1.69887012120893,-0.133105592037651,0.663715460136988,1,2,6,6,5.71385491373204,5.33778065324502,6,4.04523135539369,3.5864659534185,2,3,4.63804487557052,2,4,3.44277911671163,1.77420421236462,5.45182357313935,1.08410734406697,4.78242003160334,5,5.05803242273628,2,3.07153032489441,3,2,3,2.50303714350545,2,4,5,4,6,3.2959747855484,4.24972541500201,5.78563752978355,3,1.42261549923167,1.5019997451001
7884189,"female",14,"less12yrs",5.19386029600803,4.59008033045984,1,6,4,7.75315862705491,6,1.10182536446815,6,1,6,6,4.33394235755412,2.36191357956986,3,0.701999071509592,4,2,1.57617124651296,3,3,6,6,6,9.03737108130522,6,6,4.82426655313433,1,1,3,5.05747996115604,1,5.76737298969527,4,2,3.40829517603784,7.47489841247838,5,1.90722366274015,6,4.07324927255374,7.07736051089233,6,6,6,5,0.361067561673061,1,1
7938661,"female",18,"CurrentInUniv",3.13453730892384,4.63713868225052,5,4,6.65386767942306,2.61295972237583,1,3.93472864725671,5,4,6,4,4.72563446264067,2.39167646839325,3.42096513792336,2.85325873627447,2,4,0.870328843791366,3,6,7.54521452375012,2.27666283058531,6,7.51863926088046,1.93283274681576,6,4.84316368677124,3,4,6,5.2499399789509,5,3.05603325244279,6,0.309350597423627,2.70192721890452,2.16871501902415,3,3.46774955881183,3.44096231146011,3.63135554501423,1.19092824225553,3.37011108095508,3,6,3,2.09902925427179,4,1
7957114,"female",28,"SomeCollege",5.79863472730153,7.15535518343594,5,4,5,5.53792965846946,4,2.86864117455233,3,2,2,1,1.39305864168404,1.98335860267526,5,5.03608300953707,5,4,4.30770537836978,6,6,5,6,6,7.23665179676642,6,6,5.17588677606762,1,2,1,-0.378153854803171,4,-0.023566000530467,1,6,9.43817456874581,9.013454851209,4,4.48998621564744,6,5.40014377695441,1.35449046105417,5,6,6,5,1.40698317362559,1,1
7963502,"female",35,"CollegeDegree",6.68640294520123,3.92808788826034,5,2,6.07423254087254,3.2237173364002,4,4.09707247345912,5,1,1,1.79854965038032,1.74813148736267,4.70668846211829,5.85870207638835,6.88339752947087,6,6,5.6254030420964,5,2,5.04543452078472,4.41542496200925,6,4.18526847831393,2.06300283736888,2,1.48774050360429,3,1,5,4.16100575932074,4,-0.208684313105696,3,2.34805236677003,5.55851240873936,3.4795008627936,2,1.24751238511623,5.38880890191417,6.3922735864442,7.37449871719852,6.00699780489947,6,6,5,1.80022167188384,2,1
7963871,"male",15,"less12yrs",3.8526648036314,3.96038453237921,2.08929101828853,4.99690798791006,4,4.88236330216648,2.8600434248285,2.5426398843462,2.32991921309569,4.0583044048826,3.81226522003942,3.00414925538824,4.17981298321261,2.6209104788438,3,2.67433836279591,3.79682582079785,3.35398384729525,4.48901126975176,0.855474198281624,1.98064261931004,3,4,1.94010537552656,5.23601487514476,6,4.40850459696065,2.73918505125098,3.53775108310441,2.88603573005297,4.22420540795376,4.77734466254648,4.23937464068339,4.89999147577283,4.01387343205588,3,2.69078145167179,3.00511512468018,2.23253788798511,3.24845272598124,5,5.17199320340725,3.50168566751143,4,3.64067712707919,2.81879820875453,2.28868819461986,3.91993241401858,3.53690104371773,2.80768491666213
7973075,"female",16,"CurrentInUniv",4,4,3.94033926691777,5.98584386372866,3.78503010955563,5,2.91797079252796,2,3.30689052800625,3.03308285683679,4.15915252564121,5.81575635977675,5,4,2.70106366036968,1,3.18889533796214,2.4857679658324,4,3.10846610914738,2.74256753874766,2.77215613262619,4.40429695191941,3.21374325037045,4,4.41901480303218,4.60728524093794,3.13848139267373,2.88568171893393,4.61268126393218,4.83437655297614,6,4.19154552741309,6,4.74071358969146,1.2808342613837,1,5,3.93509019527456,2,2.93923417970914,4,2,4.18256684611662,4.80773518798361,4.4030864485119,3.22336898562714,1,4.9837350938732,4.74626674329729
8010390,"female",19,"CurrentInUniv",3.99823689883161,4.66967264627383,5,4,4.88437615376657,3.55881500926666,2,3.57919852034303,2,4,2,5,4.68812584560862,4.95255944950292,3.46004431734449,3.4239439416224,4,2,3.315234436176,1,6,3.40494805326153,6.10021182135614,5,3.98760487316633,4.78959006583848,6,5.16123002465481,1,2,2,2.58148019593528,1,-0.327389227818419,1,6.68261161084267,3.82327091646022,9.41083630921342,4,4.52292803605851,4.08085802415367,3.73003128829814,3.98083297317464,7.24150770863462,4,6,4,-0.170074924864316,2,4
8017153,"female",20,"HSgrad",5,5,5.81099168210549,5.61959197021757,5.48189908769942,6,1.93402739473734,1,2.57101679223585,2.59061240654254,3.35278095875238,4.09596636583873,4,4,3.83135795502125,4,3.16596605226353,4.24088169020659,5,4.37471763369578,5.53253144499204,3.59554740068963,5.58184711504454,5.14692809870596,4,4.46890569778688,5.89303648308953,3.80412119701785,2.84749714421951,3.49211617729465,3.73373367256963,3,1.94400889629093,3,3.25325646861173,3.86736161047,6,6,4.95340946777625,6,2.05003889970124,5,3,6.25797759690107,2.78057761807047,3.22694153572072,4.06162363566051,5,5.17068461138782,3.53144218331493
8039412,"female",18,"CurrentInUniv",4,5,5.4299256601424,5.2749197355838,4.97509997139829,5,2.08002956987721,1,3.71640037563781,1.78287540374616,3.26830814925652,5.96275305342508,6,6,2.54040906817389,4,4.81601204878758,3.70633519729997,4,2.41086839764812,4.92602204901159,2.20908901277257,4.86797350764821,7.28435585267514,3,4.66139308398995,6.00866337256812,4.39323663392602,2.14727074573319,2.37203640180297,5.09746051700066,5,4.39338521591689,6,5.76446156474531,-0.230902888737211,3,2,0.360374881771061,1,3.49537605212291,4,5,5.20414971270912,3.99081656790161,4.068012822374,3.6494167439723,2,3.33803922119947,5.9587847851005
8040893,"male",21,"CurrentInUniv",3.57668841441093,3.97691053277914,4,4,4.067369541253,2.87379009618126,3,3.36583719843284,4,4,3,3,1.34026841866196,4.50922112183126,3.05679850895718,3.39529745895546,4,3,3.560479295702,3,4,4.20465200773901,3.84190761779153,5,4.80078933320042,5.47065692738102,5,4.03373922311577,2,3,4,1.49117496782287,1,1.74743972648629,2,5.84989581538511,6.74552048784695,7.07810648785657,5,4.99667667591789,2.79193851908331,5.04260705842955,5.29421453200719,5.8108811209898,4,4,5,1.9040004034343,2,3
8055316,"male",60,"GradOrProDegree",5,4,5,5,4.06149454120217,5,3,3,3,2,4,3,5,2,5.06936666607287,3,5,3,2,5,2,6.00089197701007,5.02829281226426,4,4,3.34943613734682,4,4.529319458476,2,3,3,2,2,2,2,7.75163581794134,5,5,5,4,4.81882766850498,5,4,6.40001925729274,5,6,6,1,1,2
8062632,"female",30,"GradOrProDegree",1.79254932348785,4.05282115215077,3.21601246844836,4.02540771063057,3,2.32484068882968,3.16581810773578,2.98790089732249,5.91146180848133,6.50750287517105,3.47003231361002,2.90376865140465,2.08870998669522,0.771500369147501,6,5.52775110720381,3.54451221647134,4.16596152458753,3.63206221761155,1.72019509936164,4.9007137033886,2,2,3.39810171377915,2.65717085907248,2,1.51582821346073,2.23307652873468,4.43030967377999,4.45140179672789,4.57174723716841,5.31347140279861,2.63780614367613,1.37022399237365,0.742892636902586,4,4.48432924318522,7.72164156500101,3.84918989245071,5.08263444014928,4,4.35976519511095,3.07079651534416,6,4.8574991120041,6.34100885551485,6.38609820776314,2.30652104167106,0.927702214473879,3.1318123225906
8069268,"male",18,"CurrentInUniv",5.74390746623813,6.09856964888605,6,6,3.84178290097597,5.27122299812528,6,3.88042110325268,1,4,2,4,3.66697964651687,2.67160132251734,1.96376926403632,3.7989114954401,5,3,3.72997424733769,2,3,5.90800684981451,7.62397209743607,5,5.01272467715346,5.32589725223573,5,3.20087022346906,2,4,6,4.43092311038425,5,6.26000597347915,6,2.54485425357516,4.67131506657839,4.08580891540831,4,1.59318385242615,5.75566980675359,5.04834165594924,3.60595869253115,6.70152540277558,5,6,5,2.39455545255878,1,2
8089723,"female",24,"SomeCollege",6,6,4.88412355230634,3.76243601653261,6,5,4.11859608905028,4,3.22942303030218,0.720185381914084,3.45285481250577,1.4349966818991,4,5,5,5,4.04927136342777,4.68687709600993,5,2.81723604339879,3.82074369390498,3,2,4.7657157046803,3,3,3.08467739677313,2.68399414727968,3.57102601453488,4.00299421547876,4.97454293042801,3,3.90245691102182,2,4.99082169353547,3,5,2,2.13529316677366,2,6,6,6,4,5.63820551363848,6.25520964677101,4.02236683686015,1,2.05741536918253,2.16252866293255
8161978,"female",23,"CollegeDegree",6,6,5.30335053320554,6.13583760193462,6,5,0.178094623598252,1,3.23557710508585,3.013471742448,3.25967338454567,1.97773794875847,2,1,6,6,4.16663631706184,6.01165818295258,5,4.35469222146135,2.84146004671494,5,4,4.65322449404668,6,1,4.61023578486632,2.05677367024222,3.81609640829717,2.79886466444803,5.53115492004759,6,6.54079438555371,5,4.88826659590237,1,2,2,3.01492480305952,1,6,6,4,6,5.52005958221773,6.23203623435674,4.31562593612402,2,2.06041413473012,0.539406534381589
8162263,"female",27,"GradOrProDegree",6,5,6.00770070044369,3.35880378284054,6,6,3.22341897662235,4,4.15163124516148,2.53878939774811,3.7074116988777,5.31751700406618,6,5,4,2,4.12379980159086,1.84120375267441,2,1.15568168417937,2.53253695793769,6,6,4.88288131050057,6,1,3.84174235537863,2.73344339322665,1.76543474110489,4.65972655846223,3.12280325716352,5,3.1206334980822,3,4.73720717074708,2,4,5,4.97413478183494,2,6,6,6,6,6.47328930634349,6.46087089238068,4.13974202114667,1,1.8659005808324,-0.523049088630305
8162507,"female",29,"CurrentInUniv",5,5,5,6,4.51281573631763,5,1,1,2,2,4,3,3,1,5.58209510366761,5,5,4,4,4,2,2.42709558456246,3.6258615411062,4,2,3.73081117654464,4,2.32554717611068,4,4,5,6,5,6,5,1.35428969421053,2,2,2,1,5.31556786767447,5,5,5.46287814190964,6,5,6,1,2,2
8168278,"female",27,"SomeCollege",4,6,4.48650786795503,4.93513770536704,3.45535114053121,6,3.49917272260673,4,1.39223675206298,1.42934471614859,2.25854276945069,3.36703475370681,3,1,3.68282858922809,6,4.92754504844056,6.07237554970429,5,5.52671916116422,1.46992935794817,2.68867464993165,3.53136320576433,4.35937461059572,4,3.73723250464342,4.48276605002381,3.8308908115562,3.0066927549069,4.73970050028155,2.41788652243448,1,3.92651434328526,4,2.20499748717848,6.15207228029286,6,6,5.64832394644236,4,4.59459365505638,6,1,5.19178240108,3.34028154027952,2.34712563935594,3.50048589708021,5,2.95807169090944,4.75152801819551
8176290,"male",20,"CurrentInUniv",3,4,2,3,3.90460683798566,3,3,4,4,4,3,3,3,3,4.65184266825563,4,4,4,3,4,5,2.39614135103536,2.44279016936438,4,4,3.74228526737482,4,3.909811890236,4,4,3,3,4,3,3,3.44021097468226,3,4,3,4,4.49119651800308,5,2,3.40812880651495,5,3,3,3,3,2
8183521,"female",25,"GradOrProDegree",4.86597545016002,5.42323073360691,6,5,4.29021179033789,3.61935747461379,1,0.900159246311623,1,1,3,2,1.74554887220369,2.19091462431724,3.09048801806995,3.52518173724215,4,5,4.38176314516264,4,2,1.70253693231017,-0.017947765164426,3,1.7585244973604,1.71817648890084,2,2.87231384793131,5,6,5,1.38279423282463,4,2.56212628467395,4,3.87159960072476,4.79353526680811,3.92020054657575,4,2.90356742899613,4.03629617117116,5.48262315271581,3.58437738012251,5.10119310167278,4,3,6,3.32146352107927,3,2
8189098,"female",42,"CollegeDegree",6,6,5.02159854506078,6.3867035333803,5.90832547246062,5,0.460492353814288,2,1.1578297958728,0.786371259485026,1.51785982534836,2.8122458058116,1,2,3.5747937315676,6,5.51302951541411,6.12412566777958,4,5.27909161804517,2.37667635378958,4.69988540939422,3.08294371339494,5.13915094286582,5,3.60414654164171,4.54101024735475,3.75731418306612,4.09039574824305,3.21055137484887,4.91335122528923,5,4.8763901433929,4,6.76827740319707,0.142215814980728,1,2,2.47259060496398,2,6.13766052324319,4,3,4.39636291727223,4.89958138405395,4.69447108807932,3.10954082461347,2,3.1386783108185,2.06632391066907
8207086,"male",19,"CurrentInUniv",5.38031199227957,4.20756063610976,5,6,2,5.68457924950199,5,1.16566486172572,4,1,4,5,3.4147579644923,2.85713205167085,2,3.21364245689367,4,2.91868377862083,5.26088610627941,5,4,5,4.74845136706525,4,6.00881798559328,3,6.08028880875572,3.23635096077559,5,6,5,4.54359060737034,4,5.7047120520172,5,2,4.40861650851052,3.52486844080323,5,2.30186218973757,2.0833854516365,5.12630532109539,2.85169954667233,5,5,3.57903886284391,4,2.97236715562238,5,6
8226712,"female",24,"CurrentInUniv",4,5,5,5,6.00648891692036,3,1,2,4,3,3,5,4,3,3.47075145018945,5,5,5,4,4,4,3.67802416047585,1.47147091002226,4,4,0.697752139126262,5,3.64813071836312,6,5,4,4,5,4,5,0.757696787614684,4,5,1,2,4.85109550223,5,4,4.58254777867458,4,5,4,4,3,2
8233413,"female",25,"GradOrProDegree",6,6,6.74712522151847,4.86073758516881,6,6,1.50533214627741,1,3.58471308170921,0.0747800752955485,4.22638344261653,2.41375297355361,1,1,6,6,5.89081140827872,6.48221049044913,6,3.04682973997775,3.25557316033366,6,6,3.49879366773275,6,4,4.68157193929476,2.71949710260073,1.35795573719877,2.13472747980302,4.80960241194929,6,5.58572939232854,6,3.90748830041891,1,3,3,3.50444463316323,3,4,6,4,6,5.28041230666304,6.31549892297505,5.84222998772052,1,2.38703778615722,1.85709562733595
8261820,"female",20,"CurrentInUniv",4.59547523982488,4.98681195438178,5.39582400567407,4.4974234582134,6,5.46245186472959,0.491933654217929,1.8579974392081,3.4771593559228,1.88695131722515,1.60308135608893,2.50649009920462,-1.28673235585191,4.610715599993,4,6.67258240963651,4.88002376132157,4.37914182106734,3.91429318729195,2.59725814374554,3.01325793297083,5,4,4.62845518141512,3.47143933871273,1.20321452568617,3.74980810564949,2.54837820378815,5.54813870946033,3.10353333332132,3.08393000655609,5.89169700240348,4.90436677429772,5.64463371024782,3.95732215629327,2,3.55210924900789,3.77293344908148,3.74220678770469,1.7164772134067,4,2.87095717185638,4.89509416946532,6,3.65678199274988,6.01388710783932,4.41194462636192,2.92790114052943,2.34477513307351,0.846986403906451
8266493,"female",23,"GradOrProDegree",5,4,4.34058141082971,4.66198071232558,4,5,2.58101241619105,3,1.64543047231851,1.33899915549344,0.579321480359272,2.13015047645522,1,3,4,5,5.06960549235035,4.30503712714794,4,5.16672143234924,3.97822192803008,4,4,4.61743150050388,3,3,3.33013187817344,2.63577522536071,3.92956230363277,4.21513445448095,3.11943877334358,3,3.57542248347546,2,4.24605706476612,3,4,5,3.59646443269962,3,5,5,3,5,5.0870975976438,4.49712244334961,4.7497670635259,3,3.28784152914453,2.23524353321332
8271763,"male",22,"CurrentInUniv",5,5,3.56559408952733,5.42259017542176,4,5,3.97560388355186,1,2.33985865229881,0.563761507106741,3.78017346845957,1.1323377021113,2,2,3,4,3.95809424576912,4.84928493849817,4,4.18065420233517,4.68186600536042,4,3,4.74830465916829,5,5,5.18858216563495,4.40814680863406,3.56312752855748,4.54856198015,5.04082714415963,3,4.24366996191746,4,4.65831564704353,2,5,3,3.44006987188974,3,5,5,2,5,5.15819107253076,4.06505315888591,3.14673034112319,2,1.39398965800507,3.18906053538104
8293302,"male",23,"GradOrProDegree",4.86789829243123,5.72793918453013,5,6,3,4.17272496214249,1,2.10884648102707,1,1,1,2,1.47080500266807,2.04799465012797,2,5.08155134064255,3,6,3.09204286332099,5,3,5,5,5,4.46128243796261,2,6,4.42709874156058,2,5,3,2.03118784745238,5,2.50431457683066,4,4,4.28508296301575,4.47204151903021,4,2.96673507989622,5,5.23599170197561,2.37731878014992,6,4,4,5,3.35935226966188,1,1
8306921,"female",28,"GradOrProDegree",6,5,6,4,6.10769611368255,4,1,1,2,2,4,2,1,4,3.77557781026714,4,4,4,1,3,5,4.91556891474639,3.35700751465356,4,3,3.71677442307202,2,2.43475638381421,2,5,3,5,2,2,5,3.28089496095581,4,4,4,2,3.56399687101796,6,6,5.52344484338741,5,6,6,1,1,1
8359127,"female",24,"CurrentInUniv",5,5,6,6,5.22103501201591,6,1,1,1,1,1,2,2,4,4.39379829719232,5,5,4,4,3,5,2.72606639282291,2.67098369385478,6,2,3.60243786830537,6,3,2,3,4,2,2,1,3,5.22477051231641,3,6,5,2,4.35053006559672,5,4,6.30796764930413,4,5,4,1,3,4
8372913,"female",38,"SomeCollege",3.15681419893939,4.32525273342098,4.03548245923839,5.64557325809366,3,3.60356634265725,2.60684422966535,2.462122954152,1.81660133486239,5.76254475799642,2.83192005280288,0.714120330537795,2.9148046448706,2.61334415278536,4,3.21343530019953,4.26482604197599,2.81845897336642,3.24359737845491,3.43905456811829,2.13465547970159,3,2,2.58062615053483,2.79228878311578,3,2.20309725177149,2.52032845905158,4.07222801731751,6.12978053426415,2.5516431306986,2.64018785789584,3.89721296749915,3.70595937501995,2.31345306915655,6,4.87602766643489,3.52088463622706,2.86476212884527,3.39753136792869,4,4.47979972905822,1.06592498651719,3,2.85041767493696,3.46470187417406,2.96284080716827,4.71350301315113,4.21264008284684,4.3450716150953
8385992,"female",22,"CurrentInUniv",5.47722612350614,4.35159734409523,4,5,6,6.49516842667864,2,1.75299366880633,2,1,3,2,2.97499216626235,2.84506062648012,4,4.90488915414234,6,3,5.08499279174482,5,2,4,5,4,3.17934850579696,4,4,4.5518501244719,6,2,3,1.82299660120002,1,4.51196849964674,4,4,3.822986603641,1.73154566911872,5,4.49765922742052,4,3.29171960247687,4.59085302092824,5,2,3,1,3.50312398920516,3,4
8394843,"female",45,"GradOrProDegree",5,4,3.36177036971353,5.40361630411603,3.3482241890712,6,4.42038917901093,2,3.02126683239965,0.887946237031089,2.20341337444065,2.46103644939017,1,1,3.7470927692256,5,5.15059022969698,4.96993452719446,5,2.54482688805615,2.14579700946396,3.44723249788785,2.67302167920999,0.902086321764092,4,2.392381875927,0.203219715874638,0.0660935245812495,4.50928309247657,6.27287581119691,4.45623472426602,5,4.15812009338818,4,4.64285709373019,3.86393819200692,3,4,5.69188277080268,2,4.44386135956136,6.35293276290401,4,2.8563733376944,4.5283637839574,3.20836664270725,4.38665589574064,5,3.13682990088632,1.87674842830157
8397713,"male",23,"SomeCollege",4,4,4,5,2.27207382650419,4,4,2,4,1,2,2,2,2,4.65357598573085,1,4,4,5,5,2,2.83005559521019,2.88764225363973,4,3,2.56493681510988,2,1.29875116995174,4,6,6,4,5,6,5,0.453558670555195,4,2,5,2,3.4132103687387,5,2,3.8078012969763,5,3,4,4,4,2
8403831,"female",48,"SomeCollege",5,5,6,5,5.33533496669367,5,1,1,3,1,4,4,3,2,3.85961744644934,4,4,4,4,3,2,1.93894661438861,2.20687627964293,4,3,2.22304163226522,3,3.86866681265576,4,4,5,3,2,4,5,3.31684524116237,4,4,4,3,4.50909745023905,4,4,5.77859429101643,4,5,5,1,2,2
8419635,"male",16,"less12yrs",2,3,1.54947147166185,4.96352570919548,2.24282206521905,1,2.55654847678156,1,4.80841385939515,4.26893880164075,5.45352559262663,2.65985220433368,1,4,2.52686159944748,1,4.37694067008673,2.9965760570763,4,1.75061837764979,2.22962353675314,4.96475694551602,1.44307316207633,0.843082749094338,6,5.32960364043364,3.94051966692602,2.50573638257995,5.82493381222908,4.10996489041403,5.16263351772315,6,3.97060144154256,5,5.20635985120949,1.47767720165973,1,3,2.21319929127476,1,3.16915528124475,6,4,2.77819705449952,4.07202071435675,5.00217465682361,4.62241046370604,1,1.4431056752699,1.70629813798931
8429086,"female",20,"CurrentInUniv",5.21879554251267,5.44259861058171,5,6,4.85237567944973,4.95127548380875,1,2.79162314891783,2,2,3,2,2.65577388635153,1.34684941883684,5.25562445367053,4.93738125970804,5,4,3.39038370548521,5,4,4.05589370052495,4.25498009678058,6,2.08881885052943,3.4305422493807,4,3.62573237048466,4,2,5,3.40708206196255,4,2.22099652719605,6,2.1805472773376,4.02856587522724,1.77425905312415,2,3.4600637385182,5.58189249496737,5.01405004580526,2.80435642724167,5.14769452046672,4,6,5,1.86573633975023,1,2
8442117,"male",17,"less12yrs",5.24075605450994,3.50996501261202,4,3,5,4.77150474451953,2,4.74536040195373,3,2,2,4,4.42669679298849,2.9145310013152,4,3.42339167626292,5,4,2.57525550468201,2,2,3,2,2,2.11768931792135,2,2,1.24648531810661,4,5,5,5.27834498404743,2,1.34993190644642,4,5,1.65909271664263,5.32715797218626,5,2.00957032924611,5,5.56230055230634,5.63551665363878,6,5,4,5,2.4925408987313,3,2
8462404,"female",24,"CurrentInUniv",5.84007023361134,5.49809947162427,6,5,4.88087575497373,4.9674861856421,1,1.11104818299653,1,4,4,3,4.80099330734779,1.37424444181025,5.74595940236148,3.24841304732711,3,3,3.11927063316376,3,5,2.20810552071263,2.68975665962179,5,3.29493114249766,4.37877568215501,2,1.88862925298293,2,3,5,6.23894330267883,5,5.22353679219323,6,-0.285899290817353,3.29286795107486,2.22236317505112,1,-0.0852599803906289,5.69910195795739,4.55588059268615,4.21114999814917,7.2287309971373,6,6,6,1.54783020294313,2,2
8468991,"female",20,"HSgrad",5,5,3,5,6.39525661406165,6,5,3,4,3,5,4,5,5,4.09386750214764,5,5,5,5,3,4,3.6870094526089,4.04416639459184,6,5,4.82220238966152,3,4.27917977349748,4,3,5,4,2,3,5,2.11614816294574,3,4,4,5,4.80427286716855,5,5,3.80762094449012,4,5,3,3,3,4
8475479,"female",21,"CurrentInUniv",4,6,5.4932665355045,5.54088310859231,5,5,2.89903404897085,1,3.00866776935584,1.37763199801232,5.23099619276835,2.89904676671994,4,3,4,3,6.20484610697264,2.77764446333621,4,1.68504310356887,3.90505541433008,4,4,2.84436021050789,4,4,3.16829306122946,3.23337783954499,4.73404143019894,4.57352419838917,4.53053857262601,5,5.40092544852266,5,5.81608573538926,2,2,2,3.94676322998879,2,4,5,2,2,3.84176541819273,5.57854337912867,3.36702342976867,2,3.2407362233626,4.00305399882192
8484230,"male",18,"CurrentInUniv",4,3,5,2,5.39997555772912,5,4,6,6,4,1,6,6,5,3.86365349810276,5,5,5,4,1,3,0.988455978786121,1.97700557362996,5,2,3.32452683322789,1,1,2,6,6,6,5,1,4,3.35848658717586,6,6,4,2,4.17785436953413,5,1,4.89099040936022,6,6,2,1,2,6
8503031,"male",15,"less12yrs",4,6,6,5,5.7926796996146,5,2,2,1,5,5,4,4,3,5.65024557949712,5,4,4,4,1,1,4.65074796591228,3.24404143328414,6,6,1.5260996503105,1,2.80153203861788,1,6,2,4,4,6,2,1.64038411871822,6,5,4,5,5.86887619723356,6,5,4.33671016657957,5,5,5,5,4,1
8524175,"female",15,"less12yrs",3.18504851550618,3.90417583894324,4,4,5,2.40620905779437,2,2.93201900999093,3,4,4,3,5.17343166940554,4.52721686291169,4,6.75788523600466,3,4,5.36038921013715,3,5,3,2,5,3.55209837818298,3,6,3.71054364867375,5,3,5,1.82293103421935,4,2.70919397930675,5,2,3.61950489903473,0.209471478060426,3,2.65214042877698,4,5.93527890050622,5.28288403485162,4,4,3,2,2.74684096643764,3,3
8525242,"male",23,"GradOrProDegree",5.05702791099659,5.2862364717329,4,4,7.36464656763467,5.41805849484464,2,2.50388809829845,2,1,4,4,3.41131191867794,0.879445403578609,7.1221210670065,8.67883532924651,6,6,7.48451275367801,5,4,3.48248214387614,3.08093092917495,4,1.92074796882924,5.20165140726269,4,1.32222072647447,4,3,5,5.69223298546779,6,5.40383123954486,6,0.682690937175885,4.94753201992386,3.49531324530479,1,1.43146037953715,5.71274168188591,6.00311597328238,5.98867409058214,3.47844801763753,6,6,6,3.09080784838573,5,4
