"RID","gender","age","education","miniIPIP20Agreeableness_1","miniIPIP20Agreeableness_2","miniIPIP20Agreeableness_3","miniIPIP20Agreeableness_4","miniIPIP20Conscientiousness_1","miniIPIP20Conscientiousness_2","miniIPIP20Conscientiousness_3","miniIPIP20Conscientiousness_4","miniIPIP20EmotionalStability_1","miniIPIP20EmotionalStability_2","miniIPIP20EmotionalStability_3","miniIPIP20EmotionalStability_4","miniIPIP20Extraversion_1","miniIPIP20Extraversion_2","miniIPIP20Extraversion_3","miniIPIP20Extraversion_4","miniIPIP20Intellect_1","miniIPIP20Intellect_2","miniIPIP20Intellect_3","miniIPIP20Intellect_4"
7030807,"male",20,"CurrentInUniv",7.13290823591186,3.18628360712849,5.8079335745244,2.51775880185032,4.19503944480805,1.92961511696703,4.63240631834243,1.20102431362815,2,2.19666556852606,3.23834478645557,2.08234015838883,8.36656545516607,1,7.47437373191561,0.116569854513487,5.7676315332731,0.936279124209434,2.08270357085258,0.920927059218901
7064867,"male",41,"SomeCollege",5,3,3.72868445217229,2.36282056966727,1,3.01476716073339,5.04637256377046,2,1.97577067584252,4,1.09099583482107,5,4,4.71191640870556,3.13098454564601,5,6,1,1,0.185378639133857
7080319,"female",25,"GradOrProDegree",3,5,5,4,2,6,5,6,3.97630195823992,2,5,1,4,1.47613537964142,3,3,6,1,2,1
7103974,"female",17,"CurrentInUniv",4.34182254607921,3.06763056842264,5,1,1.81556271101253,1,6,1.47106274142961,6.25413025339035,2.49480826321339,3.27260972343816,5.26729604104946,3.28614088513879,3.56149856067582,2,4.40322984242578,5.97854026231782,1.28276103230695,1.76700345527251,3
7107043,"male",24,"CurrentInUniv",4.31878127223808,2.1631228405307,3,1,1.6224425281469,1,4,1.50460824658249,1,4.5301441153081,3.43432597617637,2.55316120966089,3.79423092256288,6,6,3.78217547475278,1.51589394184029,0.506300120200395,-0.531150772817275,4
7152618,"female",24,"CollegeDegree",5,1,3.60431663814676,2.59289454058815,3,1.62019615890384,5.91461228629904,2,4,4,1.02251130302578,4,5,3,5.80901477900886,4,6,2,2,0.481613849683798
7173215,"female",22,"CollegeDegree",4,3,4,2,3,5,6,4,1.51440177729838,3,2.07713182907001,3,5,-0.0232854366633588,5,1,5,5,3,2
7192318,"female",16,"less12yrs",6,1,3.37272087211832,2.15128866898628,5,3.24276683863668,1.74261210715361,2,-0.846382187037795,5,1.87958217478099,6,5,2.10629749442828,7.00608885055461,1,1,5,2,4.63891165134065
7213108,"female",20,"CurrentInUniv",5,4,3.81142521757352,2.1171045118949,2,3.03396109749738,3.71959411609561,2,1.59035058217046,5,1.36603489377178,3,3,3.5078010440903,2.24511330665759,3,6,1,1,-0.284867005245796
7216590,"male",46,"SomeCollege",4,5,3.54840256461157,2.448445595804,4,2.67791076513657,2.760291246734,1,-1.03832721491263,6,1.36239852326528,6,3,4.81122737818597,4.79629922840044,3,1,3,1,5.14323821978914
7262065,"female",25,"HSgrad",2.85252012879659,3.35573200094753,5,2,5.06605414573633,4,3,0.920725144671879,5,6.91538335730742,2.75163149143131,4.44527446915276,6.01916676995071,2,6,3.08266037637256,5.36966085589251,3.00058320768764,-0.83441367952266,3
7273043,"female",46,"CurrentInUniv",4.29953742780199,1.88680271868881,6,1,4.85754730958435,1,6,2.82152878384644,5.73088085133587,3.04017648522876,3.42698761200244,2.2146365624941,3.30955287850745,0.723323745218936,6,3.04387888189475,5.65808690748962,1.05354617749703,1.92748201207386,1
7292144,"male",36,"CollegeDegree",2.18743015652818,3.40987407778614,6,2,3.6612005801512,5,6,3.24711482550419,5,4.09715895092581,3.3825851882268,2.5321607139046,1.34676937239732,2,3,4.03050160604993,4.05375636194026,4.03945994386045,4.07689073844628,4
7295843,"female",21,"GradOrProDegree",4.75861296422373,1.94134527687896,5.00539439385487,2.37407981952595,5.38676344615281,1.58100613768154,5.52294970261696,3.77569855670944,1,3.52083353312729,1.90572994369047,4.65873400469147,3.28030560726324,2,3.99450879601632,3.65051934445657,3.79929427448128,3.98883838105122,3.03232828595443,2.18330715883028
7305942,"female",34,"GradOrProDegree",5,1,5,3,6,4.96756357661045,6,3,3.59927726495293,5,1.38230854956091,6,3,3.32018992220854,5,5,5,2,1,3
7324050,"female",25,"CollegeDegree",7.82510433703213,2.70787764935499,7.08658265028821,1.709460251191,6.34312395009311,3.48722493195535,4.71136475374154,2.1007736308368,1,5.74795008154015,1.86142700901062,2.71217026216413,6.96142107302604,1,5.42724021098164,1.19689401098268,6.873205075989,0.690292234429381,0.332524917334873,0.517330275227233
7371424,"female",57,"CurrentInUniv",5,3,6,1,5,1,6,1,2.53365659602487,5,0.657567142574815,6,5,-0.0348280293687107,4,2,6,2,3,1
7374042,"female",14,"less12yrs",5,4,5,4,1,6,1,6,3.08065718889321,6,3.8934175014111,3,4,2.97809446946056,3,4,6,1,1,1
7438311,"male",57,"GradOrProDegree",4,3,3.8450007922415,2.47088353633477,3,3.16627232519055,2.60905323063277,2,4,3,4,3,4,6,2.42577277533887,4,4,4,3,1.51440930019555
7458264,"female",24,"CollegeDegree",5.69817100667858,1.96212239309306,6,1,4.50694130961961,3,6,3.20546385310141,1,6.04115730684546,1.01178508321445,4.47148242082748,4.76944672130333,1,6,2.8719059828789,4.95333607928909,1.12906423809818,2.42197404096707,1
7492302,"female",18,"CurrentInUniv",4.92504046356716,3.94196696583643,4.276710066235,3.81654503246609,3.49240979751282,3.67444550302568,5.63441219241528,2.97584743342108,2,2.33671781727056,1.90511418515919,5.25578335699231,4.35413054169398,3,4.8554051529639,3.10991741000768,5.90044551082557,1.42228784521172,1.93423919481749,1.74120370006934
7496100,"male",18,"HSgrad",6,1,5.28762504123586,-0.484100677718736,1,2.67270590465117,2.948728118383,1,2.10206502460644,6,2.03911095561021,6,3,2.41691525939522,5.19009030144345,2,5,1,1,1.91088483219846
7530866,"female",38,"SomeCollege",4.35261439955402,1.66319362593437,5.07578305377395,1.95788051811834,3.82748969471323,5.6325083572093,4.18776486963253,5.82124996255368,4,4.06669802073037,4.53500511457895,3.656085678288,3.74852186058082,1,7.36749091496809,3.4427924564585,3.80080377478799,4.57600530477009,2.43345362823157,5.16929076771414
7546945,"female",25,"CollegeDegree",5,2,5.05665110988976,3.66276969316741,6,2.10830177270891,7.50666595978026,1,2,5,-1.06217290867292,5,2,4,1.90795764062052,5,5,3,5,1.35546393792293
7554499,"female",33,"CollegeDegree",3.59883121195084,1.4250739146898,5,1,6.53990966261819,2,5,-1.13171284550852,5,5.66639751915123,1.5572461015111,6.93905839913163,2.6624432603941,2,5,3.93551058321911,3.74367065883483,1.20874521819225,1.84285085404407,3
7574438,"female",28,"CollegeDegree",4,3,4.18645326549798,3.86542269870648,1,4.58507317195875,4.75538790310707,4,5,3,2.98320256255985,3,1,6,2.32935049072306,5,4,4,4,3.85586205041097
7618777,"female",18,"less12yrs",5,2,4.29841900880614,1.0032588524347,2,5.5523694161704,3.62472065769451,5,2.46273189758973,2,4.67488946012886,5,6,1.46989488995478,5.15828950485306,1,6,1,1,-0.296195946056888
7629811,"male",35,"SomeCollege",5.67827083657858,2.62786669541326,3,3,2.92788824359429,5,4,4.06373737179477,2.53990400648654,2.65040937287531,3.20104852766828,1.80017149109451,3.10009097858058,5.0070358375378,3,4.30160713487929,4.41312115626527,4.59911067239764,3.86796702597813,2
7664282,"female",25,"GradOrProDegree",6,2,4.43186673799783,0.885119524684129,3,2.0866841198987,1.10286851285515,2,4.85931393014492,3,4.44408491076364,3,5,1.56346267402345,4.63383984113742,1,6,3,4,-0.0945986180076535
7672211,"male",21,"CurrentInUniv",6,2,5.5177940992775,0.856064369578186,2,5.13005489389606,3.37304512042483,4,1.61864072306315,4,4.05700782481282,5,5,0.35417039206092,6.77387579674712,1,5,1,2,1.81751412795636
7680608,"female",17,"less12yrs",5.11593476275687,1.23627804463581,5.79671786815527,2.73033288841833,3.39394253110228,2.35344809413666,5.2024593384062,2.12467161275636,6,2.60721847521433,4.23223322915881,0.469141004175691,3.83056046573894,4,2.3846474300435,2.57987040936191,5.76260614191212,-0.242806408955999,2.88737626754582,0.790500265566228
7697766,"female",15,"less12yrs",4,4,4.16937488115837,2.2856051896826,3,1.78725834752413,4.25279823782744,3,3.17107805419706,4,2.38196666628306,2,2,4.01745864539417,2.80909996740926,5,6,1,1,-0.288912124234222
7720763,"male",18,"HSgrad",2,3,4.2999842654401,1.9154875165401,5,2.71926009386833,4.34186777801522,1,5.56595765884188,5,2.31434011927162,5,2,1.48115115187759,2.06808812331924,3,4,4,3,3.15163996912392
7753459,"female",18,"CurrentInUniv",6,1,5,1,4,4,5,2,1.59188756801387,4,2.54034542784481,2,5,2.82027639246418,4,1,4,5,4,3
7763558,"female",27,"SomeCollege",5.14976305228889,4.75063440972081,6,4,2.86404262613648,1,6,3.77234648125824,3.27455135249654,1.83277665425841,3,-1.19484263912237,2.86635402386022,4.0315396259315,1,4.84065602046564,5.03499331772038,3.61308701434997,6.46207203152918,1
7770304,"female",20,"CurrentInUniv",4,1,5,1,3,4,3,1,4.38991227813259,6,2.15464079781013,5,6,0.167881287952989,6,1,6,5,3,1
7801988,"male",17,"less12yrs",5,1,6,2,4,4,4,2,6.25908880503655,6,3.23549469983243,2,5,2.398420449265,5,4,6,1,1,1
7830256,"male",46,"SomeCollege",5.45086119938207,2.23659462323524,4,1,3.50748078780127,2,4,1.71969754359358,1,3.8733845541487,1.64754912215298,5.02747140255856,4.4851368768176,1,6,0.962135430196763,4.45347303378801,3.3356930893433,3.29385030283873,1
7847493,"male",32,"CollegeDegree",6,1,6,3,3,5,5,3,4.47076171441716,5,2.66775289673539,2,4,4.76346929927426,1,4,6,2,4,1
7851487,"female",21,"CurrentInUniv",5.27454417833584,4.14948219681357,5,4,5.02928707806091,1,6,1.80387193949294,2,3.09011568409275,0.851839128715324,1.27843949916308,2.91487233713585,3,2,2.73389816540358,4.46151650867609,4.77490488445824,4.81948507911503,3
7884189,"female",14,"less12yrs",1,6,3.30842948331294,4.46662608817618,3,4.86508005291068,4.50221829859646,6,6,1,5.16729861272313,1,1,2,1.67732045438486,5,6,1,1,1.11723914629266
7938661,"female",18,"CurrentInUniv",5,5,2.97060426251043,1.36078959463437,3,4.67995952399617,2.68631656801263,4,1.17128001754636,4,3.28946027557592,3,5,2.92371499705248,3.90910407940243,3,6,4,1,1.07760979499341
7957114,"female",28,"SomeCollege",5,3,6.79220354428234,2.93553119257158,6,1.58995204580725,4.57142421011162,1,5,2,4.40799124146493,1,4,6,0.217959127054806,4,6,1,1,1.26737480585553
7963502,"female",35,"CollegeDegree",5,5,5.40568310640389,0.647663599671296,5,2.6892547474431,4.69255525663027,3.10718609732407,2.29571514538207,1,4.67014549869723,3,4,1.97083753020713,4.60831671247764,2,6,2,1,1.28133144982535
7963871,"male",15,"less12yrs",4.55222777955018,4.02160938429116,5.04727852715345,3.34284426914534,4.34744066476235,0.805988093134028,3.09812676519502,1.84823580529166,3,6.98779388051712,1.07554815062635,3.25655972267211,5.26981698202284,3,6.19005843991908,4.37145202995731,4.11449139516592,2.93859885764588,2.85372042877962,2.29078743971793
7973075,"female",16,"CurrentInUniv",4.42244132499312,5.47615649118141,4,2,1.17786133506183,5,1,2.62032268844487,1.48214359459555,4.23567995877631,3.0832480674303,4.41710319635165,6.22034056390711,0.993348975050924,6,1.19087297811091,5.50702869197509,5.50247679346612,2.65447835617636,1
8010390,"female",19,"CurrentInUniv",5,2,6.29007680929531,1.68288942772853,1,4.95035636802942,5.08315286019607,5,4.3605092466873,2,4.64083567221882,1,1,3.36094208584876,1.38015262289007,4,6,2,4,0.409733754838418
8017153,"female",20,"HSgrad",3.82510514536774,2.26406554797396,5,1,4.72562381787473,4,4,3.54009955577317,3.52827172554545,5.36929217533933,3.49650961426472,4.42539072441773,2.23514926560303,3.24860782771229,3,2.36590246132171,2.72910896112533,3.58680726243671,3.02138726640029,5
8039412,"female",18,"CurrentInUniv",5.66415663251059,1.76956564287926,4,1,0.322963314678566,6,4,5.6296625714821,1.50961271302072,8.02387549814959,1.35828288996709,5.24685339255661,3.38863707154147,1.66029920222701,6,4.15511402984232,5.25243849557242,1.39702027651522,2.01665780859453,2
8040893,"male",21,"CurrentInUniv",4,4,3.42207425276708,2.85547598034599,3,0.286345526584898,7.05446321888214,3,1.17301737520629,3,0.711008564678375,2,1,3.87157659398724,2.18845735249433,5,4,2,3,1.35999245978249
8055316,"male",60,"GradOrProDegree",5,3,5,3,5,5,3,3,6.12947780719769,3,4.75421269922562,2,2,5.08919029997461,2,5,6,1,2,1
8062632,"female",30,"GradOrProDegree",5.5895881320766,3.21181293534533,4.95973013305844,2.63152666713909,1.15086374467907,6.25411426719193,2.92494514446758,6.09912549560601,2,3.3391872208852,5.52783987763915,-0.0635427899447474,3.68127502787008,4,2.04067306515153,3.09151155266672,4.3234646393953,2.03109254603025,3.12590084965909,1.39652637048837
8069268,"male",18,"CurrentInUniv",6,1,4.80461419164691,1.09951637748425,2,4.90567716915245,4.10257490488979,4,5.1738169183758,4,4.51289764891765,2,5,2.76346188325149,5.88521405625709,4,6,1,2,0.988750537296661
8089723,"female",24,"SomeCollege",3.92288626498299,4.75071605546201,6,4,4.37685664795383,4,5,2.7403526311838,3,3.79072388288209,2.54845939188179,2.45178420771288,4.82331282552009,3,2,3.29746596844039,6.06344233125215,2.83045120172509,2.51438533869631,1
8161978,"female",23,"CollegeDegree",3.62148255624503,4.46541112133984,6,1,4.60377403392991,2,6,1.31149385576958,5,3.17179217826819,3.19301305300719,2.27073273013132,3.37462380694855,1,5,3.86042580445972,6.16029938796791,2.83128267583531,1.72643243629607,2
8162263,"female",27,"GradOrProDegree",5.55058598583018,1.64213484063066,6,4,3.79472326785632,6,2,2.99471548809754,6,4.27480349750568,3.97161058785816,2.29792799890655,2.87138278608877,2,3,3.01266098151712,6.16387570222876,2.48885751531376,3.86303989795762,1
8162507,"female",29,"CurrentInUniv",5,2,5,1,4,3,5,3,1.46088437441065,4,2.72371999836795,4,5,1.27363284192626,6,2,5,2,2,1
8168278,"female",27,"SomeCollege",2.69239218264778,1.56911951326458,4,4,6.22714021026405,3,6,2.25995475320633,5.72417347128783,4.62569846579737,2.16662541715292,4.52788785988583,3.01745608170913,3.36966098601399,4,5.14627193277464,2.8750954065136,4.08914301703497,3.67506238784501,5
8176290,"male",20,"CurrentInUniv",2,4,3,4,4,3,4,3,2.23241622455016,4,2.67432646645886,4,4,3.76482167922341,3,3,3,3,2,3
8183521,"female",25,"GradOrProDegree",6,1,5.57135889397611,-0.692280503956148,4,2.20795317405538,3.73156395585181,2,2.35176069476837,6,2.73312358782028,5,4,2.24947598420762,6.2644244950242,4,3,3,2,4.00318055640024
8189098,"female",42,"CollegeDegree",4.74079497719308,1.90930800899986,6,2,5.21956305330667,1,6,1.69619400904373,4.43660618864943,5.16021943101207,1.47922860496232,3.50058683898111,3.23336924218138,2.3996311490121,4,2.60128688719214,5.64223519523807,1.38991000344944,2.68935827955276,2
8207086,"male",19,"CurrentInUniv",5,4,7.03566572779469,3.0923528288448,5,7.2154377844923,2.19731691860498,5,5,6,3.96562542951411,5,4,2,4.60198939437619,5,5.40133527863277,5,6,3.57237255212622
8226712,"female",24,"CurrentInUniv",5,4,4,2,4,4,5,5,1.34919967738838,5,1.70734407523823,6,5,0.339622797608087,4,1,5,3,2,4
8233413,"female",25,"GradOrProDegree",3.79445076671068,0.852112200567974,6,1,4.46324115506338,1,6,2.58076859980005,6,3.79017340281617,4.04201156093015,-0.586559322732935,3.83391071560197,1,6,4.174358129533,5.71806720336259,1.21403838403565,0.822046780656126,1
8261820,"female",20,"CurrentInUniv",3.59313869808126,4.55508691573263,5.40439247510207,2.98894841024634,5.89171596614672,2.12374545925336,4.68511960153141,1.52342978388022,5,3.72854143203043,2.94912054536064,4.11012528865731,4.02476264033787,2,3.92210516053638,3.15213919630955,4.13553610484586,5.20893015315148,3.53415811736657,4.88546482458655
8266493,"female",23,"GradOrProDegree",3.40885637739423,5.2232284735634,5,3,4.77604659773029,1,5,0.631048587281215,4,2.16897339177305,2.49298390823599,3.5229988271625,0.731735458501391,3,2,4.0717461443485,3.73878696607922,1.74033022203878,3.43086619154179,3
8271763,"male",22,"CurrentInUniv",6.13270696635765,1.97847044801692,5,1,1.39886785056534,2,4,3.81934990736681,4,2.93476081279615,3.91787031152706,0.646578612018083,2.91556703931128,2,4,3.86634233709517,5.60881439049259,3.66433886859972,3.1975375977215,2
8293302,"male",23,"GradOrProDegree",5,1,5.28359155771604,1.90838410453715,5,1.82053258668594,3.77642527048587,2,5,5,4.12195943920248,2,5,4,5.51218274018351,4,4,1,1,3.1246543853468
8306921,"female",28,"GradOrProDegree",6,2,6,1,3,1,4,2,3.57045685593616,5,2.13209481850832,2,2,4.47268943998673,2,4,6,1,1,1
8359127,"female",24,"CurrentInUniv",6,1,5,1,3,2,5,2,3.50024961371539,3,3,2,2,5.59325274418298,1,5,5,3,4,1
8372913,"female",38,"SomeCollege",6.04102064782561,3.47014670699961,5.52593509899295,2.90994949871776,2.56933131000809,3.24467684661989,5.35446855556757,4.20699747314,3,4.45074509598394,1.6956765373191,3.70094553499366,0.678939050987118,6,-0.45261865862979,6.37987146329347,5.56236114101118,1.47480325549102,4.58720940449602,1.81626298046112
8385992,"female",22,"CurrentInUniv",4,2,5.30480274625832,1.50513377916126,5,3.34018219060773,5.51870487894689,2,4,2,3.5577417276435,6,1,4,2.40065672424148,5,3,3,4,3.267144232544
8394843,"female",45,"GradOrProDegree",4.00321095177475,3.1416557861018,5,2,5.28191421152077,1,5,0.363092492740606,4.55858271281687,2.09531696984822,3.82213238666862,3.36163913947932,3.02367865164825,4.40433065630423,4,4.72012575872733,2.89887586166342,4.03327485867954,3.75373270020647,5
8397713,"male",23,"SomeCollege",4,4,4,2,5,2,1,2,3.74938549978337,6,3.98901066889841,4,5,4.2342224404604,6,5,3,4,2,4
8403831,"female",48,"SomeCollege",6,3,5,1,3,3,4,4,1.50003483978936,4,2.3347489804955,4,2,3.57890120952857,4,4,5,2,2,1
8419635,"male",16,"less12yrs",5.06330934660097,2.11945608463576,2,1,0.56865913600399,1,1,1.69278995999679,4.92302852612779,3.66792273860555,3.96418281554599,3.50751575931009,5.78859991401689,0.314068851823726,5,1.37050311630321,5.26468002842923,2.72514238896981,2.42865067458318,1
8429086,"female",20,"CurrentInUniv",5,2,5.62249434711646,1.21653717985239,5,3.68374349742496,3.36244050782648,2,5.79954464324067,2,5.36324964970752,4,4,2.50382924703629,3.74990395571507,2,6,1,2,1.08256525212432
8442117,"male",17,"less12yrs",4,3,3.01575319798486,4.52702072953479,2,5.48036575834416,4.21182781525853,4,3,5,1.73908622179809,4,2,5,2.7461045943533,5,4,3,2,3.22544881120866
8462404,"female",24,"CurrentInUniv",6,1,5.58652754300349,0.85343510194564,3,2.9172227337346,4.23335302192809,3,2.35775267333766,3,3.49436142667435,2,5,1.79283575784689,3.54980724466334,1,6,2,2,-0.76927856285034
8468991,"female",20,"HSgrad",3,4,5,3,3,5,5,4,5.7388209820139,3,3.53975831824843,4,2,1.30215662995328,3,4,5,3,4,3
8475479,"female",21,"CurrentInUniv",4.89104445361467,3.33787241987882,4,1,3.42996694737044,4,3,0.892984004218975,4,5.71572151959954,2.52874934735987,4.4135230505135,4.61883184298676,2,5,2.13378884190902,5.07057801576695,2.04835856222722,2.49527374349927,2
8484230,"male",18,"CurrentInUniv",5,6,4,6,1,6,5,6,0.94622333361876,6,1,2,5,5.64702624199844,1,4,6,2,6,1
8503031,"male",15,"less12yrs",6,1,4,2,1,4,5,4,5.46214882609196,6,2.08241431530204,1,4,1.10631894638174,6,4,5,4,1,5
8524175,"female",15,"less12yrs",4,3,4.92415182010658,2.15060947466259,3,0.0253912633624411,5.47944099320268,3,3,3,2.64680359922105,5,4,2,4.24552336090512,3,3,3,3,5.13888143169189
8525242,"male",23,"GradOrProDegree",4,2,5.37106255497539,2.54711235475089,5,5.19303847207249,4.44788557135761,4,5.32568472967638,3,4.06295815700576,4,6,-1.01891738059961,5.66853096382228,1,6,5,4,2.0218406434162
8557411,"female",21,"CurrentInUniv",5.4601490625172,3.89546788712056,5.06033351220547,3.48276052785037,3.72711139895709,3.9003878842552,6.72626141842691,2.49548187525585,1,2.46001768843192,1.19178237039603,2.89980116857954,4.00042953700783,4,3.60286822019443,2.25111228717804,4.62168786856836,4.95940315772949,4.40865137623881,2.81155857722031
8573583,"female",23,"CollegeDegree",4,3,3.56817970053399,1.58186933099062,2,3.1086704186548,2.56397958740595,4,5,4,4.21013112729647,3,1,2,1.44512946596455,3,5,3,2,3.38214678152373
8619695,"female",34,"CurrentInUniv",4.4981232697666,1.98039956942812,6,3,6.70209119484376,1,6,-1.10174440445532,3.56278890980784,5.61351640773713,-0.314026538260042,5.52945536726916,5.31549511320106,2.74579987721233,6,3.58456883878482,5.45433473073426,2.36019021955757,2.83637320977689,1
8631833,"female",20,"CurrentInUniv",5,1,5,3,4,3,5,2,2.15721142935791,6,0.51920951598391,3,1,4.11459382617634,2,5,3,4,2,4
8638789,"male",23,"HSgrad",4.28124962960194,4.05576019314056,5,3,5.29114112282919,4,3,3.08272839965632,2,4.88647524378331,2.56093251768948,3.53352060984079,4.86723753216122,2,2,0.832328556300195,5.23899476468172,4.24116900349888,1.9261372673254,2
8650299,"female",32,"SomeCollege",6,1,6,2,5,4,5,2,3.66310614281353,3,4.02376287225154,3,4,6.02715227142602,2,5,5,2,2,2
8657536,"female",35,"SomeCollege",1.82826547449141,3.82724983244691,1,5,1.28536363537767,6,6,5.21052425852746,1,4.67928484040247,1.11935212547234,4.65862742310617,-0.308185165024857,6,1,7.18882150606143,0.696195582452752,4.82750303881449,4.15250824552174,6
8676968,"male",22,"CurrentInUniv",3,3,3,2,3,2,3,3,3.62517341354166,5,2.74821439809639,4,5,1.63947669099166,6,2,4,3,2,1
8719810,"female",24,"CurrentInUniv",4.32282621341816,2.58851282902819,6,3,2.81378364829769,2,5,1.35540684495254,5,3.10376451116419,3.34429221457654,1.40906146618452,2.17664909887233,5,2,3.96649275807559,4.59304646297546,0.616208634803968,4.28813249561421,1
8723239,"male",18,"CurrentInUniv",4.07456969463002,3.86192860903335,4,2,5.18919146767941,1,5,2.4799838150758,1,3.220261246246,2,3.13557059289993,2.35449280625741,6,4,5.60696760489315,3.68720085126683,3.22897925294246,1.78674933806918,2
8732572,"male",26,"CollegeDegree",3.15110851579244,4.2183626668044,4,4,2.94748542429142,2,6,2.56044621778765,1,5.46973933199634,0.344041995526057,3.44432730645288,5.13566186536741,2,5,2.40459879904732,3.03968987151056,3.43873766369073,3.85147296586961,3
8735436,"female",32,"CollegeDegree",3.44360182404008,3.77794993694458,6,3,5.40636479302998,1,6,2.37002449987959,1.37820838045787,4.91115498229291,1,4.50674940340153,3.20646913461197,3.10273644451122,1,4.35094022129083,3.61453767846533,3.24981531061545,3.6072985479027,2
8737858,"female",47,"SomeCollege",6,1,6.05108708304909,1.23202161566755,5,2.85397564964134,3.87710100667234,1,4,5,2.45998316608802,3,2,5,0.917397874618755,5,5,2,2,1.31627481177676
8771590,"female",31,"GradOrProDegree",6,1,4.07138056754678,0.678728055337518,1,4.89407524435389,3.98612079665884,6,2.63823080166772,5,3.50199119676164,3,3,2.79637208256755,4.57633673710033,3,5,2,1,3.16161881365662
8783718,"female",19,"CurrentInUniv",3.31690665864152,3.19626133259845,4,3,3.67962112959459,4,4,4.08899137098036,4.19071485813322,3.4499739352366,4.01122521222418,4.06825189592861,4.85152338249796,2.86678174530245,2,3.46546972019549,5.06042726854373,2.17154305179228,1.67286993981874,2
8801854,"female",27,"CurrentInUniv",6,6,6,1,3,4,4,4,0.532459010387409,4,3,4,4,2.34999055285039,6,4,6,1,1,1
8809432,"male",42,"CollegeDegree",1.65684655277901,3.50631255703515,2,5,1.93414841961725,3,5,3.51938081126705,10.1020660017344,1.1847405783016,5,-0.402417867514804,3.83983135068927,2.86727414362121,2,3.92537570899299,8.06095657592997,1.03487741886687,1.10108377750359,1
8883392,"female",47,"GradOrProDegree",6,2,5,1,4,3,6,2,4.30954595983586,4,2.89849758474611,2,4,1.6660157281549,5,4,5,2,2,4
8883732,"female",21,"CurrentInUniv",4.45110886306081,3.5646806525056,5,2,2.69370141133888,5,5,5.71734868580119,3.04891331542391,3.04327419058837,4.97160969734797,1.34284299833864,2.58109378901547,2.92985659035309,5,3.33267931811928,3.21011365525737,3.75644131103759,4.68781155064792,5
8917637,"female",29,"SomeCollege",1.62299484896007,3.77119229468905,4,3,4.66608341523944,1,6,1.86152488142027,1.52040372861832,4.9337050931897,0.782154087721747,2.59596305985847,3.60205945417706,2.06606569410841,4,3.26212587549292,3.20090099591083,3.76556335361684,1.50271147700511,2
8931023,"male",19,"CurrentInUniv",6,1,5.5457306859868,1.31058222634762,5,3.76059016485091,2.76719630088371,1,6.671109562535,4,4.03492963185965,3,3,0.636496235830773,5.57930237624397,3,6,1,3,1.4814894525846
8947686,"male",30,"CurrentInUniv",4.65840453034153,3.80050364384042,3.8833173159633,3.40125655864534,2.69878899076597,3.95228883822829,3.73535322828523,3.75931588565333,2,4.81584025071597,3.2358246335258,4.35959110976948,5.8194281464374,4,3.65651303155289,3.64204964315411,2.94979312758982,2.51556117184433,1.04429832990322,4.83284951336839
9023853,"female",22,"CurrentInUniv",4.17661486287623,3.70500401666954,5,3,1.77530982407568,2,6,4.01621201861405,1,2.89062838313432,1.79487821615962,3.0516702743397,3.42109361108331,4,1,3.50858566491098,4.9432470687886,4.01320636901479,4.43718110392666,1
9028638,"female",19,"CurrentInUniv",4,2,6,4,4,2,6,2,0.019329226218026,4,0.967627479880597,5,4,5.27498669139334,2,2,3,2,1,3
9032156,"female",39,"SomeCollege",4,3,5.29462040555738,1.72643568622729,5,0.178089858222,3.7326940497682,1,1.1337848956293,5,1.85372171931869,4,2,1.85291725062303,4.52173772702753,2,2,2,2,3.94070747544402
9049366,"male",27,"CurrentInUniv",4,3,2.26813800486179,3.31838546744578,2,1.42997854368253,4.04739477935635,3,2,4,2.28289799915995,3,1,5,1.61805891220402,5,2,2,2,4.35699766668169
9065293,"male",44,"SomeCollege",5.78348216306557,-0.625724121070324,4.91661327997407,-0.724650358426789,4.02957199416202,5.10598495075936,3.33760863425529,4.79200575766075,2,4.4231656914974,4.0398154960047,5.28441902057051,3.49744022875888,1,4.88134612337158,0.945097269535196,3.90916775614669,2.29129479334052,1.48244824473409,1.87864815000082
9069261,"female",14,"less12yrs",5,3,4,1,1,4,1,6,6.15766208871327,3,6.6192910378895,3,5,1.26986522510541,5,2,6,4,3,4
9077282,"male",17,"CurrentInUniv",4.84971878760522,5.11195244351849,4,3,3.32154968267546,4,4,3.30400324330386,3,0.961467551754882,3.44046224112028,3.8629043263888,2.99057982051994,3,2,2.15162299039457,5.77338140485814,4.80903909568805,5.495586960544,2
9094209,"female",22,"GradOrProDegree",5,3,4.3043207868872,2.99507333441643,4,-0.0793658069934904,4.3779259632812,1,5,2,2.5401356483962,3,3,5,3.9410102719626,5,5,3,3,1.76359869180323
9128490,"male",15,"less12yrs",4,2,4,2,3.08661719737128,6,2,5,6.17942145960345,4,5.47400149583303,3,4,-1.48988234016151,6,2,6,2,2,2
9160586,"female",38,"CollegeDegree",4,3,4.46350680909312,2.02553208609661,3,3.34262155621626,4.00061494530863,2,5.4944565379549,4,3.42851853831487,5,5,1.86954807803043,5.2203772342406,3,6,2,2,2.42855815030278
9188701,"male",21,"SomeCollege",5.66411555429608,1.17247091497958,5,4,0.624184781212831,6,2,2.57147897511848,4.34362332156511,5.19247529148207,3.44913395960614,3.40847952562864,5.68139305081606,3.93298130553807,6,2.73882071116551,5.25699372749568,1.15836774504152,2.80761234746201,1
